ltc_usd,1399336793.0,10.098
ltc_usd,1399337495.0,10.060507
ltc_usd,1399337556.0,10.060507
ltc_usd,1399337617.0,10.060507
ltc_usd,1399337683.0,10.098
ltc_usd,1399337744.0,10.060507
ltc_usd,1399337805.0,10.098
ltc_usd,1399337866.0,10.119699
ltc_usd,1399337927.0,10.118
ltc_usd,1399337988.0,10.117999
ltc_usd,1399338054.0,10.1179
ltc_usd,1399338115.0,10.1179
ltc_usd,1399338176.0,10.1159
ltc_usd,1399338237.0,10.115999
ltc_usd,1399338298.0,10.116
ltc_usd,1399338359.0,10.116
ltc_usd,1399338420.0,10.115
ltc_usd,1399338481.0,10.116
ltc_usd,1399338542.0,10.116
ltc_usd,1399338603.0,10.116
ltc_usd,1399338664.0,10.115999
ltc_usd,1399338725.0,10.116
ltc_usd,1399338786.0,10.116
ltc_usd,1399338847.0,10.116
ltc_usd,1399338908.0,10.132
ltc_usd,1399338969.0,10.131999
ltc_usd,1399339030.0,10.131999
ltc_usd,1399339091.0,10.131999
ltc_usd,1399339152.0,10.131999
ltc_usd,1399339214.0,10.09
ltc_usd,1399339275.0,10.09
ltc_usd,1399339336.0,10.09
ltc_usd,1399339397.0,10.09
ltc_usd,1399339458.0,10.09
ltc_usd,1399339520.0,10.09
ltc_usd,1399339581.0,10.09
ltc_usd,1399339642.0,10.09
ltc_usd,1399339704.0,10.09
ltc_usd,1399339765.0,10.09
ltc_usd,1399339825.0,10.09
ltc_usd,1399339886.0,10.09
ltc_usd,1399339948.0,10.089
ltc_usd,1399340009.0,10.088999
ltc_usd,1399340070.0,10.0512
ltc_usd,1399340131.0,10.088999
ltc_usd,1399340193.0,10.088999
ltc_usd,1399340254.0,10.088999
ltc_usd,1399340315.0,10.088989
ltc_usd,1399340376.0,10.07
ltc_usd,1399340437.0,10.0699
ltc_usd,1399340498.0,10.0699
ltc_usd,1399340560.0,10.069899
ltc_usd,1399340622.0,10.039899
ltc_usd,1399340685.0,10.03187
ltc_usd,1399340747.0,10.009999
ltc_usd,1399340809.0,9.99
ltc_usd,1399340870.0,9.978064
ltc_usd,1399340931.0,9.978064
ltc_usd,1399340992.0,9.994995
ltc_usd,1399341053.0,9.995
ltc_usd,1399341114.0,9.995
ltc_usd,1399341176.0,9.99
ltc_usd,1399341239.0,9.99
ltc_usd,1399341300.0,10.004999
ltc_usd,1399341361.0,10.030309
ltc_usd,1399341422.0,10.049
ltc_usd,1399341484.0,10.041
ltc_usd,1399341545.0,10.047798
ltc_usd,1399341606.0,10.049999
ltc_usd,1399341668.0,10.04
ltc_usd,1399341729.0,10.039799
ltc_usd,1399341790.0,10
ltc_usd,1399341851.0,10
ltc_usd,1399341912.0,10.0349
ltc_usd,1399341974.0,10.0348
ltc_usd,1399342035.0,10.0299
ltc_usd,1399342096.0,10.0299
ltc_usd,1399342158.0,10.0299
ltc_usd,1399342219.0,10.0299
ltc_usd,1399342280.0,10.035
ltc_usd,1399342342.0,10.04
ltc_usd,1399342403.0,10.04
ltc_usd,1399342464.0,10.069
ltc_usd,1399342525.0,10.003
ltc_usd,1399342586.0,9.992002
ltc_usd,1399342647.0,10.054637
ltc_usd,1399342708.0,10.009
ltc_usd,1399342769.0,10.008999
ltc_usd,1399342830.0,10.009
ltc_usd,1399342892.0,9.976889
ltc_usd,1399342953.0,9.97689
ltc_usd,1399343014.0,9.97689
ltc_usd,1399343076.0,10.025563
ltc_usd,1399343137.0,10.025757
ltc_usd,1399343199.0,10.025749
ltc_usd,1399343260.0,10.029999
ltc_usd,1399343322.0,10
ltc_usd,1399343383.0,10.03
ltc_usd,1399343445.0,10.052999
ltc_usd,1399343506.0,10.028
ltc_usd,1399343567.0,10.028
ltc_usd,1399343628.0,10.027
ltc_usd,1399343689.0,10.019999
ltc_usd,1399343751.0,10.009999
ltc_usd,1399343812.0,10.009999
ltc_usd,1399343874.0,10.009999
ltc_usd,1399343935.0,10.024981
ltc_usd,1399343996.0,9.977899
ltc_usd,1399344057.0,9.977899
ltc_usd,1399344118.0,9.9779
ltc_usd,1399344179.0,10.019999
ltc_usd,1399344241.0,10.02
ltc_usd,1399344302.0,10.02
ltc_usd,1399344363.0,10.02
ltc_usd,1399344424.0,10.02
ltc_usd,1399344485.0,10.02
ltc_usd,1399344546.0,10.02
ltc_usd,1399344608.0,10
ltc_usd,1399344669.0,10
ltc_usd,1399344730.0,9.97772
ltc_usd,1399344791.0,9.994959
ltc_usd,1399344852.0,9.98496
ltc_usd,1399344913.0,9.97496
ltc_usd,1399344974.0,9.99496
ltc_usd,1399345035.0,9.994959
ltc_usd,1399345096.0,9.9939
ltc_usd,1399345157.0,9.989999
ltc_usd,1399345218.0,9.959999
ltc_usd,1399345279.0,9.959999
ltc_usd,1399345340.0,9.96
ltc_usd,1399345402.0,9.95
ltc_usd,1399345463.0,9.95
ltc_usd,1399345524.0,9.95
ltc_usd,1399345585.0,9.979
ltc_usd,1399345646.0,9.979
ltc_usd,1399345707.0,9.976
ltc_usd,1399345768.0,9.98
ltc_usd,1399345829.0,9.9839
ltc_usd,1399345890.0,9.9858
ltc_usd,1399345952.0,9.994
ltc_usd,1399346013.0,9.994
ltc_usd,1399346074.0,9.994
ltc_usd,1399346136.0,9.99
ltc_usd,1399346197.0,9.989999
ltc_usd,1399346258.0,9.98
ltc_usd,1399346319.0,9.945001
ltc_usd,1399346380.0,9.945
ltc_usd,1399346441.0,9.945
ltc_usd,1399346502.0,9.944999
ltc_usd,1399346563.0,9.922
ltc_usd,1399346624.0,9.922
ltc_usd,1399346685.0,9.944999
ltc_usd,1399346746.0,9.944998
ltc_usd,1399346807.0,9.939999
ltc_usd,1399346868.0,9.940689
ltc_usd,1399346929.0,9.911001
ltc_usd,1399346990.0,9.911001
ltc_usd,1399347051.0,9.911001
ltc_usd,1399347112.0,9.911001
ltc_usd,1399347173.0,9.911001
ltc_usd,1399347234.0,9.911001
ltc_usd,1399347295.0,9.944999
ltc_usd,1399347356.0,9.944999
ltc_usd,1399347416.0,9.944999
ltc_usd,1399347477.0,9.945
ltc_usd,1399347538.0,9.944
ltc_usd,1399347599.0,9.945
ltc_usd,1399347660.0,9.945
ltc_usd,1399347721.0,9.944
ltc_usd,1399347782.0,9.944
ltc_usd,1399347843.0,9.944
